date,median_prem
2024-03-26,43.9
2024-03-27,47.09
2024-03-28,45.59
2024-03-29,44.3
2024-04-01,42.1
2024-04-02,40.88
2024-04-03,42.95
2024-04-08,45.41
2024-04-09,44.2
2024-04-10,45.44
2024-04-11,45.72
2024-04-12,48.15
2024-04-15,49.91
2024-04-16,57.19
2024-04-17,50.28
2024-04-18,51.05
2024-04-19,51.92
2024-04-22,52.5
2024-04-23,52.1
2024-04-24,50.13
2024-04-25,49.52
2024-04-26,49.97
2024-04-29,46.05
2024-04-30,46.3
2024-05-06,44.85
2024-05-07,44.74
2024-05-08,45.06
2024-05-09,44.54
2024-05-10,45.97
2024-05-13,47.43
2024-05-14,46.16
2024-05-15,47.37
2024-05-16,46.49
2024-05-17,44.64
2024-05-20,45.16
2024-05-21,44.85
2024-05-22,44.63
2024-05-23,45.79
2024-05-24,46.79
2024-05-27,45.55
2024-05-28,46.71
2024-05-29,46.2
2024-05-30,46.17
2024-05-31,46.18
2024-06-03,46.89
2024-06-04,47.04
2024-06-05,49.23
2024-06-06,53.2
2024-06-07,51.36
2024-06-11,50.19
2024-06-12,49.24
2024-06-13,49.71
2024-06-14,49.8
2024-06-17,49.59
2024-06-18,48.09
2024-06-19,48.33
2024-06-20,49.83
2024-06-21,48.4
2024-06-24,50.27
2024-06-25,52.06
2024-06-26,50.62
2024-06-27,52.92
2024-06-28,52.88
2024-07-01,51.11
2024-07-02,51.63
2024-07-03,51.87
2024-07-04,55.12
2024-07-05,53.87
2024-07-08,55.86
2024-07-09,53.4
2024-07-10,53.43
2024-07-11,50.25
2024-07-12,50.18
2024-07-15,50.88
2024-07-16,50.8
2024-07-17,51.02
2024-07-18,51.02
2024-07-19,51.28
2024-07-22,50.25
2024-07-23,50.45
2024-07-24,49.88
2024-07-25,49.81
2024-07-26,49.63
2024-07-29,48.64
2024-07-30,48.86
2024-07-31,46.01
2024-08-01,46.85
2024-08-02,48.39
2024-08-05,51.26
2024-08-06,49.06
2024-08-07,48.29
2024-08-08,49.05
2024-08-09,49.81
2024-08-12,49.99
2024-08-13,48.4
2024-08-14,48.22
2024-08-15,46.59
2024-08-16,43.97
2024-08-19,45.18
2024-08-20,45.42
2024-08-21,45.44
2024-08-22,47.75
2024-08-23,48.74
2024-08-26,48.22
2024-08-27,49.31
2024-08-28,49.08
2024-08-29,49.91
2024-08-30,48.72
2024-09-02,49.14
2024-09-03,47.03
2024-09-04,47.61
2024-09-05,48.29
2024-09-06,50.35
2024-09-09,49.74
2024-09-10,48.72
2024-09-11,49.12
2024-09-12,49.12
2024-09-13,51.15
2024-09-18,51.56
2024-09-19,48.77
2024-09-20,48.6
2024-09-23,48.58
2024-09-24,46.7
2024-09-25,45.77
2024-09-26,42.8
2024-09-27,37.86
2024-09-30,28.54
2024-10-08,23.68
2024-10-09,29.24
2024-10-10,28.99
2024-10-11,31.86
2024-10-14,30.39
2024-10-15,32.12
2024-10-16,33.06
2024-10-17,33.57
2024-10-18,31.42
2024-10-21,32.46
2024-10-22,29.84
2024-10-23,29.86
2024-10-24,28.89
2024-10-25,27.66
2024-10-28,26.4
2024-10-29,27.4
2024-10-30,26.32
2024-10-31,25.99
2024-11-01,28.07
2024-11-04,26.33
2024-11-05,24.49
2024-11-06,23.9
2024-11-07,22.01
2024-11-08,21.63
2024-11-11,20.98
2024-11-12,21.6
2024-11-13,21.05
2024-11-14,22.71
2024-11-15,24.07
2024-11-18,24.58
2024-11-19,21.96
2024-11-20,21.35
2024-11-21,21.14
2024-11-22,24.42
2024-11-25,23.68
2024-11-26,24.94
2024-11-27,23.52
2024-11-28,23.74
2024-11-29,23.28
2024-12-02,22.85
2024-12-03,22.92
2024-12-04,23.75
2024-12-05,23.81
2024-12-06,23.14
2024-12-09,23.4
2024-12-10,23.1
2024-12-11,22.68
2024-12-12,22.81
2024-12-13,24.95
2024-12-16,24.46
2024-12-17,25.8
2024-12-18,26.56
2024-12-19,27.11
2024-12-20,26.86
2024-12-23,29.18
2024-12-24,28.12
2024-12-25,29.47
2024-12-26,29.59
2024-12-27,28.75
2024-12-30,29.74
2024-12-31,31.13
2025-01-02,32.58
2025-01-03,36.99
2025-01-06,36.25
2025-01-07,36.02
2025-01-08,35.89
2025-01-09,36.19
2025-01-10,39.48
2025-01-13,38.75
2025-01-14,35.24
2025-01-15,36.07
2025-01-16,35.56
2025-01-17,34.95
2025-01-20,35.48
2025-01-21,35.88
2025-01-22,36.99
2025-01-23,37.04
2025-01-24,35.93
2025-01-27,36.2
2025-02-05,35.49
2025-02-06,33.98
2025-02-07,33.15
2025-02-10,31.89
2025-02-11,31.68
2025-02-12,31.35
2025-02-13,32.23
2025-02-14,31.93
2025-02-17,31.58
2025-02-18,31.85
2025-02-19,30.34
2025-02-20,30.88
2025-02-21,30.1
2025-02-24,29.94
2025-02-25,30.59
2025-02-26,29.86
2025-02-27,28.86
2025-02-28,30.78
2025-03-03,29.9
2025-03-04,28.78
2025-03-05,29.38
2025-03-06,28.27
2025-03-07,28.99
2025-03-10,27.45
2025-03-11,26.21
2025-03-12,26.49
2025-03-13,26.68
2025-03-14,26.19
2025-03-17,26.02
2025-03-18,25.65
2025-03-19,25.01
2025-03-20,24.35
2025-03-21,25.47
2025-03-24,25.61
2025-03-25,26.41
2025-03-26,26.14
2025-03-27,25.91
2025-03-28,27.17
2025-03-31,28.55
2025-04-01,27.72
2025-04-02,27.9
2025-04-03,28.66
2025-04-07,38.94
2025-04-08,39.09
2025-04-09,39.15
2025-04-10,37.79
2025-04-11,36.89
2025-04-14,35.54
2025-04-15,34.61
2025-04-16,35.36
2025-04-17,35.63
2025-04-18,35.72
2025-04-21,34.09
2025-04-22,34.62
2025-04-23,33.94
2025-04-24,34.44
2025-04-25,34.65
2025-04-28,35.71
2025-04-29,35.4
2025-04-30,34.73
2025-05-06,32.9
2025-05-07,31.44
2025-05-08,31.44
2025-05-09,31.8
2025-05-12,30.99
2025-05-13,31.18
2025-05-14,30.79
2025-05-15,30.66
2025-05-16,31.2
2025-05-19,30.22
2025-05-20,29.4
2025-05-21,29.79
2025-05-22,29.76
2025-05-23,30.41
2025-05-26,30.02
2025-05-27,28.58
2025-05-28,30.17
2025-05-29,28.55
2025-05-30,30.41
2025-06-03,29.69
2025-06-04,29.88
2025-06-05,29.56
2025-06-06,29.74
2025-06-09,28.55
2025-06-10,28.82
2025-06-11,28.75
2025-06-12,29.21
2025-06-13,30.56
2025-06-16,29.78
2025-06-17,29.7
2025-06-18,30.35
2025-06-19,31.27
2025-06-20,31.28
2025-06-23,30.42
2025-06-24,29.56
2025-06-25,29.39
2025-06-26,30.04
2025-06-27,29.83
2025-06-30,28.84
2025-07-01,28.74
2025-07-02,28.13
2025-07-03,27.0
2025-07-04,28.0
2025-07-07,27.68
2025-07-08,26.42
2025-07-09,26.22
2025-07-10,26.45
2025-07-11,26.85
2025-07-14,25.66
2025-07-15,26.32
2025-07-16,26.68
2025-07-17,27.01
2025-07-18,27.27
2025-07-21,26.62
2025-07-22,26.29
2025-07-23,27.44
2025-07-24,27.1
2025-07-25,27.1
2025-07-28,26.05
2025-07-29,26.22
2025-07-30,26.92
2025-07-31,27.71
2025-08-01,27.16
2025-08-04,27.67
2025-08-05,27.57
2025-08-06,27.79
2025-08-07,28.03
2025-08-08,27.63
2025-08-11,27.4
2025-08-12,26.89
2025-08-13,27.48
2025-08-14,29.45
2025-08-15,28.22
2025-08-18,28.08
2025-08-19,27.31
2025-08-20,26.21
2025-08-21,27.2
2025-08-22,27.63
2025-08-25,27.39
2025-08-26,27.26
2025-08-27,25.4
2025-08-28,25.13
2025-08-29,24.47
2025-09-01,22.56
2025-09-02,23.51
2025-09-03,26.29
2025-09-04,26.16
2025-09-05,26.65
2025-09-08,25.93
2025-09-09,26.02
2025-09-10,25.72
2025-09-11,24.97
2025-09-12,26.54
2025-09-15,25.49
2025-09-16,24.66
2025-09-17,24.46
2025-09-18,25.26
2025-09-19,25.15
2025-09-22,24.1
2025-09-23,25.47
2025-09-24,25.3
2025-09-25,25.34
2025-09-26,25.99
2025-09-29,26.6
2025-09-30,26.92
2025-10-09,26.81
2025-10-10,27.18
2025-10-13,26.65
2025-10-14,27.53
2025-10-15,26.45
2025-10-16,26.98
2025-10-17,28.51
2025-10-20,27.7
2025-10-21,26.93
2025-10-22,27.15
2025-10-23,27.23
2025-10-24,27.44
2025-10-27,27.14
2025-10-28,26.2
2025-10-29,26.35
2025-10-30,27.06
2025-10-31,27.57
2025-11-03,26.63
2025-11-04,27.88
2025-11-05,27.65
2025-11-06,27.26
2025-11-07,27.42
2025-11-10,27.25
2025-11-11,26.76
2025-11-12,27.34
2025-11-13,27.33
2025-11-14,27.28
2025-11-17,27.47
2025-11-18,28.41
2025-11-19,30.15
2025-11-20,31.26
2025-11-21,34.49
2025-11-24,33.97
2025-11-25,32.91
2025-11-26,31.54
2025-11-27,30.12
2025-11-28,29.88
2025-12-01,29.79
2025-12-02,30.03
2025-12-03,30.55
2025-12-04,31.6
2025-12-05,31.19
2025-12-08,30.45
2025-12-09,30.34
2025-12-10,30.74
2025-12-11,32.13
2025-12-12,32.11
2025-12-15,31.74
2025-12-16,33.24
2025-12-17,33.23
2025-12-18,33.08
2025-12-19,32.51
2025-12-22,32.84
2025-12-23,32.77
2025-12-24,32.92
2025-12-25,32.28
2025-12-26,32.68
2025-12-29,30.98
2025-12-30,31.93
2025-12-31,32.88
2026-01-05,32.89
2026-01-06,33.91
2026-01-07,33.88
2026-01-08,33.34
2026-01-09,32.81
2026-01-12,33.03
2026-01-13,33.1
2026-01-14,32.91
2026-01-15,32.78
2026-01-16,33.85
2026-01-19,33.24
2026-01-20,32.86
2026-01-21,33.22
2026-01-22,33.79
2026-01-23,33.03
2026-01-26,33.17
2026-01-27,33.48
2026-01-28,35.49
2026-01-29,35.95
2026-01-30,32.92
2026-02-02,33.04
2026-02-03,34.47
2026-02-04,32.18
2026-02-05,32.58
2026-02-06,33.91
2026-02-09,34.21
2026-02-10,33.84
2026-02-11,34.66
2026-02-12,35.07
2026-02-13,35.84
2026-02-24,35.75
2026-02-25,33.81
2026-02-26,32.53
2026-02-27,30.61
2026-03-02,32.18
2026-03-03,31.46
2026-03-04,31.93
2026-03-05,31.63
2026-03-06,30.8
2026-03-09,30.96
2026-03-10,31.15
2026-03-11,30.55
2026-03-12,29.66
2026-03-13,28.13
2026-03-16,28.92
2026-03-17,29.57
2026-03-18,29.52
2026-03-19,29.44
2026-03-20,30.96
2026-03-23,34.29
2026-03-24,35.23
2026-03-25,34.05
2026-03-26,34.05
2026-03-27,33.83
2026-03-30,32.56
2026-03-31,33.05
2026-04-01,34.51
2026-04-02,34.33
2026-04-03,37.51
2026-04-07,37.4
2026-04-08,36.68
2026-04-09,38.26
2026-04-10,37.1
2026-04-13,37.12
2026-04-14,37.92
2026-04-15,37.61
2026-04-16,37.35
2026-04-17,38.15
2026-04-20,37.81
2026-04-21,37.37
2026-04-22,37.33
2026-04-23,37.06
2026-04-24,37.51
2026-04-27,36.94
2026-04-28,36.12
2026-04-29,36.84
2026-04-30,36.15
2026-05-06,37.48
2026-05-07,37.09
2026-05-08,36.64
2026-05-11,36.33
2026-05-12,36.06
2026-05-13,35.66
2026-05-14,35.06
2026-05-15,35.96
2026-05-18,35.47
2026-05-19,35.79
2026-05-20,36.62
2026-05-21,39.3
2026-05-22,37.56
2026-05-25,37.73
2026-05-26,39.15
2026-05-27,41.23
2026-05-28,40.68
2026-05-29,43.17
2026-06-01,41.84
2026-06-02,44.98
2026-06-03,44.05
2026-06-04,45.49
2026-06-05,44.46
2026-06-08,48.13
2026-06-09,47.46
2026-06-10,46.82
2026-06-11,47.74
2026-06-12,47.67
2026-06-15,47.45
2026-06-16,47.41
2026-06-17,47.73
2026-06-18,47.4
2026-06-22,45.97
2026-06-23,46.44
2026-06-24,46.99
2026-06-25,46.5
2026-06-26,48.28
2026-06-29,46.11
2026-06-30,48.64
2026-07-01,46.86
2026-07-02,47.2
2026-07-03,47.1
2026-07-06,47.71
2026-07-07,50.2
2026-07-08,53.43
2026-07-09,53.7
2026-07-10,53.69
2026-07-13,56.01
2026-07-14,56.02
2026-07-15,55.09
2026-07-16,56.42
2026-07-17,63.4
2026-07-18,60.91
